N,P,K,temperature,humidity,ph,rainfall,label,Wind Speed (km/h),Soil Moisture (%),Water Requirement (mm/day),Growth Stage,Area (sqm),Irrigation Type,Soil Type,Past Yield (tons),Last Irrigation Date,Last Fertilization Date,Region/State
13,75,20,30.55992394,35.29006485,6.979540061,178.8998611,pigeonpeas,10.62,26.55,7.79,Seedling,770,Drip,Silty,1.44,11-03-2025,18-02-2025,Punjab
27,71,24,31.46417866,48.17631461,7.064973419,165.405354,pigeonpeas,24.01,29.71,3.18,Seedling,144,Sprinkler,Sandy,4.87,29-03-2025,09-03-2025,Assam
26,64,22,25.95058595,40.58227261,5.16516459,109.1821183,pigeonpeas,22.81,26.17,7.83,Seedling,912,Flood,Sandy,3.51,28-03-2025,14-03-2025,Maharashtra
23,55,16,21.01142393,69.69141302,5.111488821,185.2039114,pigeonpeas,14.11,31.24,5.21,Vegetative,862,Flood,Silty,4,06-03-2025,15-02-2025,Karnataka
4,69,19,19.25100056,47.70351758,5.374358869,149.063196,pigeonpeas,17.4,33.81,3.39,Seedling,430,Flood,Clay,3.99,17-03-2025,11-02-2025,Karnataka
20,67,19,19.24462755,50.54495302,5.671419084,180.6465282,pigeonpeas,10.55,10.4,7.27,Harvest,264,Sprinkler,Silty,2.91,20-03-2025,07-02-2025,Assam
7,74,17,22.47253208,62.56532471,5.667419697,96.74706956,pigeonpeas,8.76,28.56,4.69,Harvest,292,Drip,Sandy,4.09,19-03-2025,26-03-2025,Punjab
17,64,18,36.75087487,58.25799145,6.07938452,124.6028153,pigeonpeas,14.27,48.54,5.71,Seedling,620,Manual,Sandy,3.18,07-03-2025,31-03-2025,Maharashtra
35,71,17,29.89286629,66.35375127,6.931924963,198.1403003,pigeonpeas,12.07,30.76,3.56,Harvest,500,Sprinkler,Sandy,1.92,17-03-2025,13-03-2025,Punjab
11,72,22,29.37735586,44.82294584,6.842744374,172.40168,pigeonpeas,16.67,37.1,4.03,Fruiting,473,Flood,Clay,3.02,15-03-2025,28-02-2025,Tamil Nadu
20,60,22,29.65052947,42.89833235,6.876572503,186.9226052,pigeonpeas,6.55,22.47,5.09,Harvest,164,Drip,Clay,2.9,12-03-2025,21-02-2025,Punjab
10,71,18,19.54284889,66.34777265,6.151029296,173.1106982,pigeonpeas,24.49,40.96,3.63,Seedling,486,Manual,Clay,4.21,01-04-2025,14-03-2025,Tamil Nadu
33,61,24,20.04611791,48.93905624,4.567446499,122.4564203,pigeonpeas,24.72,40.92,9.38,Flowering,594,Manual,Sandy,4.92,19-03-2025,24-03-2025,Karnataka
3,49,18,27.91095209,64.70930606,3.692863601,32.67891866,mothbeans,18.96,30.85,3.04,Fruiting,893,Sprinkler,Loamy,2.35,17-03-2025,13-02-2025,Maharashtra
22,59,23,27.32220619,51.27868781,4.371745575,36.5037914,mothbeans,15.72,49.04,6.39,Vegetative,792,Sprinkler,Silty,3.94,06-03-2025,10-03-2025,Tamil Nadu
36,58,25,28.66024187,59.3189118,8.399135958,36.92629678,mothbeans,11.19,15.02,3.86,Seedling,514,Manual,Silty,0.95,21-03-2025,08-03-2025,Punjab
4,43,18,29.02955344,61.09387478,8.840656256,72.98016599,mothbeans,21.28,10.68,5.15,Vegetative,893,Manual,Sandy,4,24-03-2025,25-02-2025,Punjab
29,54,16,27.78031515,54.65030015,8.153022903,32.05025323,mothbeans,18.69,40.81,9.48,Flowering,890,Flood,Clay,2.17,28-03-2025,04-02-2025,Karnataka
32,43,22,31.99928579,54.1077461,5.270749441,71.6266696,mothbeans,8.25,42.29,4.13,Vegetative,129,Manual,Loamy,0.68,11-03-2025,12-02-2025,Assam
14,55,15,27.33580911,55.27755933,8.050304395,73.44775287,mothbeans,23.22,14.81,9.76,Seedling,365,Sprinkler,Loamy,2.13,30-03-2025,13-02-2025,Assam
5,35,20,28.92952635,53.57014709,9.679240873,66.35634104,mothbeans,21.45,20.62,4.44,Seedling,427,Drip,Clay,3.25,20-03-2025,01-03-2025,Punjab
25,57,24,27.65472156,58.59986279,6.974978386,36.94255012,mothbeans,24,10.7,8.19,Flowering,591,Flood,Silty,1.04,14-03-2025,30-03-2025,Assam
11,53,24,28.52396666,55.77264351,7.39389918,61.32935611,mothbeans,19.51,21.73,6.83,Seedling,316,Flood,Silty,4.66,25-03-2025,13-03-2025,Maharashtra
40,49,17,31.02215872,45.89239456,6.68727523,53.56783314,mothbeans,17.27,40.93,9.19,Flowering,419,Manual,Loamy,0.85,28-03-2025,10-03-2025,Assam
38,56,25,25.74095321,45.38497051,7.88118645,67.43488235,mothbeans,13.36,30.72,6.88,Flowering,498,Drip,Loamy,4.69,17-03-2025,15-02-2025,Maharashtra
27,43,23,31.70447482,56.85420099,5.875333778,44.94317432,mothbeans,23.65,23.92,6.74,Seedling,990,Flood,Clay,3.68,25-03-2025,15-03-2025,Punjab
24,38,22,24.47876451,58.51663927,8.202706015,34.96933295,mothbeans,22.32,24.87,4.37,Harvest,204,Sprinkler,Silty,1.98,22-03-2025,17-03-2025,Punjab
23,45,21,31.46511256,51.79939437,8.985348193,74.44330654,mothbeans,5.9,10.05,4.16,Flowering,795,Manual,Loamy,2.26,07-03-2025,03-03-2025,Punjab
29,57,20,25.60973447,50.7330069,5.87707519,53.39249517,mothbeans,5.53,21.99,9.42,Seedling,429,Sprinkler,Silty,3.83,14-03-2025,09-03-2025,Karnataka
31,35,23,30.30260453,47.18283631,7.707595055,68.04039813,mothbeans,12.53,35.86,5.29,Harvest,759,Manual,Loamy,3.21,30-03-2025,24-02-2025,Assam
0,55,25,28.17489437,43.6672299,4.524171562,45.78172762,mothbeans,21.21,48.97,5.6,Flowering,716,Flood,Clay,3.52,22-03-2025,05-02-2025,Tamil Nadu
7,45,22,25.50634557,44.8302551,9.926212291,74.32635105,mothbeans,24.75,43.88,8.32,Harvest,146,Manual,Silty,2.25,16-03-2025,15-02-2025,Tamil Nadu
17,58,25,31.12896766,43.58788762,6.455592696,32.76742894,mothbeans,8.01,10.94,5.37,Fruiting,698,Drip,Loamy,2.7,13-03-2025,04-03-2025,Punjab
11,44,17,26.34043268,55.59160391,8.016210782,35.1051197,mothbeans,16.88,45.94,9.66,Fruiting,920,Sprinkler,Loamy,4.95,26-03-2025,27-03-2025,Assam
22,49,22,28.23494706,61.5620517,3.71105919,72.66666443,mothbeans,12.62,41.33,8.17,Harvest,740,Drip,Loamy,1.46,09-03-2025,09-02-2025,Maharashtra
9,51,19,27.04453473,49.32609633,5.49091063,48.25207759,mothbeans,24.4,41.22,7.18,Flowering,869,Sprinkler,Loamy,2.38,29-03-2025,13-02-2025,Tamil Nadu
28,48,15,25.16125354,55.25435777,9.254089438,40.89732789,mothbeans,21.84,28.32,9.17,Seedling,413,Sprinkler,Clay,1.81,19-03-2025,28-02-2025,Punjab
26,50,19,27.3179125,51.66921088,6.005242945,32.55919573,mothbeans,21.77,25.92,3.35,Vegetative,246,Manual,Silty,3.94,04-04-2025,21-02-2025,Tamil Nadu
36,56,20,25.4123765,49.66474269,7.437078236,31.87416982,mothbeans,14.37,22.12,4.8,Seedling,561,Flood,Silty,3.94,04-04-2025,18-03-2025,Tamil Nadu
8,60,18,31.21629982,46.01868196,3.808429173,53.1205277,mothbeans,13.3,12.63,6.26,Vegetative,683,Flood,Sandy,1.82,06-03-2025,29-03-2025,Tamil Nadu
24,37,21,30.573999,58.22686794,5.818219385,62.74803826,mothbeans,10.47,19.13,4.59,Vegetative,585,Drip,Silty,0.87,07-03-2025,27-02-2025,Punjab
22,43,24,25.42517036,53.2208266,4.52363558,46.19374559,mothbeans,6.13,19.86,8.21,Flowering,751,Manual,Sandy,0.55,11-03-2025,11-02-2025,Punjab
36,43,24,27.09400578,43.65305437,3.510404312,41.53749535,mothbeans,22.29,29.36,9.43,Harvest,509,Flood,Loamy,2.42,04-04-2025,18-02-2025,Karnataka
22,44,24,24.30935081,56.32938343,6.030447288,58.99536268,mothbeans,21.26,39.9,5.97,Seedling,126,Sprinkler,Clay,2.35,13-03-2025,07-03-2025,Karnataka
17,43,22,30.06142622,45.90067655,5.498340808,41.0550915,mothbeans,24.99,28.95,5.39,Harvest,128,Sprinkler,Clay,4.95,08-03-2025,03-03-2025,Karnataka
8,45,15,28.09568993,60.9835384,4.61136408,33.84110759,mothbeans,24.93,12.31,9.73,Fruiting,370,Manual,Loamy,2.61,01-04-2025,15-02-2025,Tamil Nadu
7,56,23,26.33908791,40.00933429,5.545219232,55.50429227,mothbeans,16.11,48.31,6.11,Flowering,785,Drip,Sandy,1.65,11-03-2025,16-02-2025,Assam
36,57,16,28.61409059,57.14218792,8.292875734,57.02891698,mothbeans,20.38,47.71,6.42,Flowering,600,Manual,Loamy,4.51,19-03-2025,17-03-2025,Punjab
11,45,19,28.70012137,44.359648,3.828031463,44.11622138,mothbeans,23.9,41.41,5.46,Fruiting,352,Drip,Clay,2.71,20-03-2025,15-03-2025,Karnataka
6,36,22,24.21610338,59.79236306,8.869532817,42.24783476,mothbeans,21.99,49.65,9.37,Seedling,484,Manual,Clay,3.2,13-03-2025,27-02-2025,Assam
17,57,20,28.50677929,45.20094476,3.793575185,66.1761456,mothbeans,9.95,31.78,6.98,Fruiting,159,Sprinkler,Silty,0.93,02-04-2025,27-02-2025,Karnataka
4,47,20,25.97948991,64.95585424,4.193189124,72.19245835,mothbeans,14.01,48.51,8.34,Seedling,206,Manual,Sandy,2.22,02-04-2025,05-02-2025,Karnataka
9,49,16,30.88482722,41.36561835,7.661537348,55.053805,mothbeans,7.58,13.02,8.68,Vegetative,319,Flood,Silty,4.75,13-03-2025,15-03-2025,Assam
25,51,24,25.5042419,61.66852372,9.392694614,65.07981523,mothbeans,24.08,24.63,5.39,Flowering,540,Flood,Clay,3.15,08-03-2025,11-03-2025,Karnataka
36,44,21,25.12528913,51.33189406,4.516154055,38.48678973,mothbeans,17.12,19.02,6.04,Seedling,870,Manual,Clay,2.05,04-04-2025,14-03-2025,Tamil Nadu
21,38,20,27.10508014,63.56791363,5.794289715,62.20279647,mothbeans,9.57,17.83,8.94,Harvest,982,Drip,Silty,3.32,12-03-2025,07-03-2025,Tamil Nadu
37,57,20,31.1006247,44.82069159,7.354286985,70.79934452,mothbeans,18.43,15.63,5.54,Harvest,757,Drip,Silty,4.6,17-03-2025,05-02-2025,Tamil Nadu
32,48,18,26.45707778,56.40226277,5.993513566,64.16167699,mothbeans,17.36,34.9,8.56,Flowering,663,Sprinkler,Clay,1.73,27-03-2025,28-02-2025,Maharashtra
29,44,20,30.04132304,63.56222995,8.620107545,31.83192392,mothbeans,12.16,41.25,9.59,Fruiting,671,Sprinkler,Silty,2.77,07-03-2025,21-03-2025,Karnataka
25,51,18,27.77799528,54.82130787,9.45949344,50.28438729,mothbeans,7.27,33.13,7.36,Fruiting,645,Drip,Silty,4.81,20-03-2025,05-03-2025,Maharashtra
10,44,24,30.99256944,43.02151392,8.0344125,58.27600682,mothbeans,18.43,15.88,8.19,Seedling,195,Manual,Sandy,1.28,03-04-2025,15-02-2025,Punjab
23,35,18,26.4908332,47.36534833,5.414492777,36.99362831,mothbeans,15.41,42.44,8.64,Fruiting,188,Sprinkler,Clay,3.74,06-03-2025,23-02-2025,Assam
9,60,23,31.96987867,57.17377029,6.276004336,64.25520357,mothbeans,20.45,35.44,8.92,Flowering,927,Drip,Loamy,3.27,22-03-2025,07-02-2025,Punjab
3,58,21,25.36140526,46.82652785,9.160691747,55.60523179,mothbeans,15.4,25.53,5.77,Seedling,330,Drip,Sandy,3.56,19-03-2025,16-02-2025,Maharashtra
22,42,22,25.54249137,56.96640758,7.887658711,48.46797044,mothbeans,22.04,36.97,3.36,Vegetative,374,Manual,Loamy,2.08,24-03-2025,13-02-2025,Tamil Nadu
12,39,21,28.99319096,62.85948245,8.183844843,70.4713043,mothbeans,16.04,20.4,5.81,Fruiting,345,Flood,Silty,1.91,19-03-2025,28-03-2025,Karnataka
39,36,22,29.34317422,60.50320928,9.072011412,34.03335472,mothbeans,16.22,23.81,7.72,Fruiting,210,Drip,Silty,3.58,30-03-2025,07-03-2025,Karnataka
32,41,16,28.63618921,61.39451307,7.702287236,68.54877876,mothbeans,22.53,46.7,6.15,Seedling,333,Sprinkler,Loamy,1.47,02-04-2025,09-02-2025,Tamil Nadu
30,41,15,24.83206631,44.17085032,5.88509677,52.0810886,mothbeans,13.07,21.62,8.24,Harvest,377,Manual,Silty,2.39,28-03-2025,11-03-2025,Karnataka
19,36,22,25.44689075,58.55363573,6.16496284,57.04826619,mothbeans,7.68,28.8,5.5,Fruiting,576,Manual,Silty,1.35,24-03-2025,18-03-2025,Assam
4,46,15,31.01274943,62.40392519,3.504752314,63.77192383,mothbeans,5.58,45.61,7.44,Flowering,516,Manual,Sandy,0.54,28-03-2025,22-03-2025,Assam
21,39,20,27.06179658,52.3003173,7.388007483,60.74583498,mothbeans,20.1,38.31,4.3,Fruiting,777,Flood,Loamy,4.87,20-03-2025,25-02-2025,Assam
35,57,25,27.0956288,42.26206161,8.340398059,71.1271039,mothbeans,17.41,12.49,8.25,Vegetative,227,Flood,Sandy,2.44,25-03-2025,05-02-2025,Punjab
22,55,24,28.56800579,57.30636014,8.66077954,64.53027638,mothbeans,19.08,15.89,6.82,Fruiting,336,Sprinkler,Loamy,4.86,29-03-2025,11-02-2025,Tamil Nadu
35,51,17,28.79929247,49.84213387,3.558822825,40.85534718,mothbeans,9.26,10.31,4.43,Harvest,902,Sprinkler,Sandy,1.13,17-03-2025,21-02-2025,Assam
17,56,17,27.94293692,45.41393636,5.9565851,69.66289997,mothbeans,7.73,35.24,5.04,Fruiting,718,Manual,Clay,3.14,29-03-2025,07-02-2025,Maharashtra
28,57,17,30.47757686,61.58245338,9.416003106,61.86633917,mothbeans,5.29,27.91,8.24,Seedling,227,Sprinkler,Clay,1.4,18-03-2025,29-03-2025,Assam
22,36,16,30.58139475,50.77148138,8.18422855,64.58559639,mothbeans,12.01,15.37,6.38,Fruiting,806,Drip,Loamy,4.06,15-03-2025,14-02-2025,Punjab
11,41,19,26.85911286,41.81420849,5.131779302,44.13827124,mothbeans,16.8,48.32,4.51,Harvest,950,Flood,Clay,4.03,20-03-2025,06-03-2025,Maharashtra
38,38,18,26.31051759,61.18749126,6.294130313,35.73403813,mothbeans,12.84,31.19,9.77,Seedling,493,Manual,Sandy,1.01,16-03-2025,22-02-2025,Tamil Nadu
23,37,24,28.77833449,44.2252605,7.991902443,33.95825723,mothbeans,13.75,19.68,8.01,Flowering,574,Manual,Loamy,4.6,21-03-2025,18-02-2025,Tamil Nadu
25,35,20,28.90245417,43.35365671,8.923095695,71.90018566,mothbeans,23.08,30.02,9.7,Seedling,754,Drip,Clay,1.38,11-03-2025,14-02-2025,Assam
40,45,20,29.37687468,57.69622912,6.878498176,38.34303462,mothbeans,11.97,37.18,5.99,Vegetative,494,Drip,Clay,3.26,20-03-2025,03-03-2025,Maharashtra
23,58,19,24.17093241,58.25204566,5.243634849,59.18953429,mothbeans,15.28,13.05,6.33,Seedling,210,Drip,Loamy,4.94,10-03-2025,21-03-2025,Maharashtra
2,56,23,26.65333029,59.79023382,7.550090941,36.91852635,mothbeans,20.67,20.99,9.29,Flowering,189,Drip,Clay,4.47,16-03-2025,05-03-2025,Assam
3,56,17,28.19912143,53.50567601,8.709291688,52.13580529,mothbeans,12.93,42.28,6.68,Fruiting,862,Manual,Clay,4.8,02-04-2025,20-03-2025,Assam
26,51,25,28.76488954,52.62741529,7.792508068,55.21606732,mothbeans,17.44,28.39,7.95,Seedling,379,Flood,Loamy,2.04,14-03-2025,24-02-2025,Karnataka
39,42,20,29.3499706,61.25353851,8.055908858,40.82840673,mothbeans,22.25,31.86,4.77,Seedling,432,Flood,Clay,0.98,15-03-2025,19-02-2025,Karnataka
27,59,20,28.00937423,52.60950014,4.397698806,36.01203025,mothbeans,23.99,27.31,6.13,Seedling,323,Drip,Clay,1.35,20-03-2025,31-03-2025,Assam
24,45,19,26.85851927,48.8246387,5.952384957,34.7426459,mothbeans,7.94,11.76,3.86,Seedling,200,Sprinkler,Clay,2.75,09-03-2025,19-03-2025,Punjab
7,40,17,31.2123945,40.92604945,8.532078733,53.78769958,mothbeans,23.53,16.63,4.44,Flowering,231,Manual,Clay,4.07,29-03-2025,20-02-2025,Karnataka
15,45,23,24.20422636,61.43378674,7.224193642,46.0203959,mothbeans,14.84,27.82,3.01,Harvest,112,Flood,Silty,1.18,09-03-2025,26-03-2025,Assam
26,52,23,29.98835437,49.60384796,4.931890506,52.92929636,mothbeans,10.16,18.37,3.27,Harvest,556,Drip,Loamy,3.47,24-03-2025,18-03-2025,Maharashtra
20,45,16,29.93964907,54.61813464,4.626212446,45.43669946,mothbeans,14.18,12,9.84,Seedling,540,Sprinkler,Silty,1.96,26-03-2025,02-03-2025,Karnataka
34,54,24,31.2119298,41.55934359,5.026003659,68.80141783,mothbeans,24.6,43.75,4.7,Flowering,197,Sprinkler,Silty,2.04,13-03-2025,31-03-2025,Punjab
19,51,25,26.80474415,48.23991436,3.5253661,43.87801983,mothbeans,14.85,49.25,7.64,Flowering,219,Drip,Sandy,3.48,27-03-2025,14-03-2025,Tamil Nadu
29,41,21,31.49398069,62.84916863,8.86979671,64.56807592,mothbeans,11.58,41.73,8.87,Seedling,392,Manual,Silty,2.6,17-03-2025,11-02-2025,Maharashtra
20,50,22,30.99694676,46.42693735,9.406887533,38.31597852,mothbeans,17.67,44.15,6.85,Vegetative,915,Flood,Silty,4.15,02-04-2025,18-02-2025,Punjab
11,40,23,29.61253065,63.04749127,5.80428611,50.1978269,mothbeans,9.8,19.68,4.07,Seedling,810,Sprinkler,Sandy,1.2,02-04-2025,06-03-2025,Punjab
15,54,15,29.97604322,57.03184356,8.35495812,44.86052932,mothbeans,6.52,48.43,8.1,Vegetative,100,Flood,Clay,4.05,06-03-2025,26-02-2025,Punjab
35,55,22,30.88883074,52.62696801,8.634929739,55.51932414,mothbeans,7.58,17.88,7.2,Seedling,671,Flood,Clay,0.79,14-03-2025,25-02-2025,Maharashtra
9,59,25,30.39321309,60.16299493,7.699200949,35.37493212,mothbeans,7.56,48.06,8.12,Vegetative,349,Sprinkler,Silty,1.37,01-04-2025,05-03-2025,Punjab
40,45,18,30.43683729,55.20522037,5.261285926,30.92014047,mothbeans,8.04,49.79,8.39,Vegetative,751,Drip,Sandy,3.45,01-04-2025,24-02-2025,Tamil Nadu
35,38,19,25.32688786,63.18180319,9.112771682,32.71129281,mothbeans,7.78,38.47,9.83,Seedling,248,Sprinkler,Clay,4.35,28-03-2025,18-03-2025,Karnataka
14,58,17,30.53684308,59.96664731,4.605700542,33.48919022,mothbeans,17.82,49.25,7.01,Vegetative,494,Sprinkler,Sandy,1.64,12-03-2025,04-02-2025,Maharashtra
40,55,18,30.38257873,40.5926071,7.115994051,47.95406479,mothbeans,8.64,32.78,5.39,Fruiting,143,Manual,Loamy,1.97,06-03-2025,03-03-2025,Punjab
18,36,23,24.01825377,53.76623369,7.214078621,35.03404425,mothbeans,11.91,20.38,7.54,Harvest,982,Flood,Loamy,2.92,08-03-2025,29-03-2025,Assam
35,52,15,28.69841277,61.14754363,9.93509073,65.67591794,mothbeans,22.94,27.48,3.48,Flowering,797,Drip,Loamy,1.45,03-04-2025,07-02-2025,Karnataka
4,59,22,29.33743412,49.00323081,8.914074888,42.44054315,mothbeans,14.48,33.74,9.28,Vegetative,719,Flood,Loamy,4.15,18-03-2025,28-02-2025,Maharashtra
22,51,16,27.96583691,61.34900107,8.639586199,70.10472076,mothbeans,18.35,12.92,3.84,Vegetative,143,Sprinkler,Silty,3.98,24-03-2025,16-02-2025,Assam
33,47,17,24.86803974,48.27531965,8.621514073,63.9187654,mothbeans,8.45,34.89,5.29,Flowering,177,Drip,Loamy,1.15,29-03-2025,14-03-2025,Assam
2,51,17,25.87682261,45.96341933,5.838508699,38.53254678,mothbeans,8.85,49.25,8.71,Vegetative,325,Drip,Loamy,2.59,03-04-2025,02-03-2025,Punjab
16,51,21,31.01963639,49.9767522,3.532008668,32.81296548,mothbeans,5.82,17.6,7.18,Flowering,261,Drip,Sandy,3.99,03-04-2025,25-02-2025,Maharashtra
19,55,20,27.43329405,87.80507732,7.18530147,54.73367631,mungbean,8.38,41.7,5.76,Seedling,892,Drip,Clay,2.02,21-03-2025,22-02-2025,Punjab
8,54,20,28.3340432,80.77275974,7.034214276,38.7976407,mungbean,10.57,46.32,6.31,Fruiting,352,Manual,Sandy,3.35,28-03-2025,25-03-2025,Tamil Nadu
36,55,20,27.01470397,84.34262707,6.635968698,55.296354,mungbean,8.54,47.75,8.98,Fruiting,231,Drip,Silty,0.73,21-03-2025,10-03-2025,Assam
10,56,16,28.17432665,81.04554836,6.828187499,36.35720652,mungbean,6.77,48.41,5.38,Harvest,547,Sprinkler,Loamy,3.24,22-03-2025,18-02-2025,Tamil Nadu
22,56,17,29.87888063,87.32761241,6.89077995,44.75215854,mungbean,7.41,30.86,9.09,Vegetative,983,Manual,Clay,1.19,06-03-2025,18-02-2025,Punjab
9,57,24,29.89232778,89.71503316,7.165121109,42.99498978,mungbean,14.22,49.09,3.62,Harvest,986,Sprinkler,Clay,4.24,01-04-2025,11-02-2025,Karnataka
34,59,23,28.56212158,83.24855855,6.935804256,56.48265193,mungbean,9.13,40.29,8.44,Seedling,573,Sprinkler,Loamy,2.1,13-03-2025,08-03-2025,Assam
31,51,25,27.53592929,85.5701901,7.196774236,53.01899249,mungbean,12.29,16.47,8.93,Fruiting,755,Flood,Loamy,1.77,30-03-2025,07-03-2025,Karnataka
0,49,18,29.68361658,87.93598094,6.990095452,41.82490236,mungbean,15.07,29.08,4.27,Seedling,877,Drip,Silty,4.28,27-03-2025,03-03-2025,Maharashtra
21,39,20,28.14448546,82.1193047,7.064782138,46.75690086,mungbean,18.81,38.73,6.01,Seedling,208,Drip,Silty,0.73,17-03-2025,29-03-2025,Assam
28,35,22,29.53037621,86.73346018,7.156563094,59.87232071,mungbean,5.79,19.89,4.16,Vegetative,805,Sprinkler,Loamy,2.28,20-03-2025,16-02-2025,Tamil Nadu
17,52,17,27.88352946,86.45147631,6.364967184,44.64407105,mungbean,20.99,35.62,7.95,Seedling,134,Drip,Loamy,2.17,30-03-2025,06-02-2025,Karnataka
24,42,23,28.22471276,82.35916228,6.428054409,44.01206619,mungbean,17.56,36.66,6.75,Fruiting,566,Manual,Loamy,1.78,04-04-2025,23-02-2025,Maharashtra
28,46,16,29.008124,84.96089355,6.664187809,45.91011391,mungbean,6.64,16.51,7.45,Harvest,374,Flood,Loamy,4.6,31-03-2025,10-02-2025,Assam
21,38,21,29.75538903,86.45193297,6.637677489,37.54602719,mungbean,22.47,32.6,4.38,Fruiting,286,Drip,Clay,3.88,09-03-2025,10-02-2025,Maharashtra
34,60,25,29.78416743,85.16906976,6.79385576,40.77872823,mungbean,23.42,40.87,4.48,Vegetative,342,Drip,Silty,0.79,12-03-2025,15-02-2025,Tamil Nadu
19,53,22,27.8640132,80.4513142,6.852884643,42.83053902,mungbean,6.22,29.96,3.29,Fruiting,363,Manual,Loamy,3.72,16-03-2025,09-03-2025,Assam
31,58,15,27.11026483,84.96771717,7.121571293,51.52617423,mungbean,10.54,10.48,5.25,Flowering,621,Flood,Loamy,2.87,24-03-2025,19-03-2025,Maharashtra
19,35,24,27.11030369,83.64274107,6.883308033,49.11964582,mungbean,21.12,10.36,6.92,Harvest,777,Manual,Clay,4.55,02-04-2025,04-03-2025,Punjab
24,53,17,28.95451232,89.07866095,6.421271178,57.65901369,mungbean,19.97,24.28,9.01,Flowering,640,Sprinkler,Sandy,1.91,02-04-2025,09-03-2025,Assam
13,47,20,29.21780035,87.93724219,6.54450214,43.1386631,mungbean,8.69,47.05,7.67,Flowering,882,Sprinkler,Loamy,3.08,01-04-2025,24-02-2025,Assam
31,53,16,28.7420098,85.81675947,6.452006451,48.54598575,mungbean,9.19,19.15,6.05,Vegetative,186,Drip,Clay,2.75,23-03-2025,09-02-2025,Assam
28,45,23,29.65021184,80.29868321,6.489259136,56.76278363,mungbean,12.41,35.37,9.67,Seedling,634,Flood,Clay,2.7,18-03-2025,22-03-2025,Assam
31,37,21,27.23924995,86.404241,6.713410626,37.31236904,mungbean,14.69,18.88,8.03,Flowering,309,Sprinkler,Sandy,2.55,15-03-2025,27-03-2025,Punjab
33,60,15,28.95172351,81.67085323,6.510840928,56.51103293,mungbean,17.37,22.87,9.51,Fruiting,145,Manual,Silty,1.43,27-03-2025,21-03-2025,Tamil Nadu
34,45,21,28.18837136,82.60629652,6.287380117,37.01110438,mungbean,12.38,43.92,6.69,Seedling,566,Sprinkler,Silty,3.9,27-03-2025,02-03-2025,Punjab
13,57,25,28.30041493,86.20681554,6.86308576,50.47333854,mungbean,14.25,39.15,4.81,Fruiting,639,Sprinkler,Silty,2.53,31-03-2025,17-03-2025,Punjab
33,57,17,27.89636126,88.71782287,6.78415271,57.79863368,mungbean,19.95,13.82,3.37,Fruiting,125,Manual,Loamy,4.81,28-03-2025,19-02-2025,Maharashtra
32,57,22,28.6899851,87.50436797,6.769415888,44.56598352,mungbean,5.73,27.15,8.08,Seedling,365,Drip,Silty,1.67,04-04-2025,27-02-2025,Karnataka
23,59,25,27.8262623,88.73100226,6.320768488,56.68833819,mungbean,10.05,11.17,3.85,Seedling,274,Flood,Loamy,3.57,16-03-2025,04-03-2025,Karnataka
35,41,18,28.70562673,81.59200689,6.705008504,59.87065439,mungbean,19.27,29.24,5.12,Fruiting,615,Drip,Loamy,4.73,13-03-2025,31-03-2025,Maharashtra
6,48,24,28.6362812,84.61431076,6.790736339,48.48319335,mungbean,22.9,36.5,6.73,Vegetative,410,Manual,Clay,3.49,10-03-2025,09-02-2025,Punjab
29,36,25,28.28511547,88.4393979,7.130278657,48.56690235,mungbean,15.23,14.74,6.95,Harvest,421,Sprinkler,Silty,4.42,18-03-2025,10-02-2025,Maharashtra
4,36,22,27.60887393,86.13316408,7.012740397,43.80041104,mungbean,15.64,21.56,7.2,Harvest,678,Flood,Silty,4.22,21-03-2025,05-02-2025,Assam
10,59,22,28.60901145,86.99495766,7.155685016,36.94616965,mungbean,7.14,25.91,4.16,Vegetative,234,Drip,Silty,2.12,19-03-2025,16-02-2025,Maharashtra
14,48,21,29.24598976,84.80084105,6.991242362,53.43228915,mungbean,13.95,46.78,5.66,Seedling,154,Manual,Loamy,3.2,16-03-2025,26-02-2025,Maharashtra
8,50,21,28.62911222,89.1148059,6.218923893,50.49913241,mungbean,15.65,49.73,7.32,Fruiting,642,Sprinkler,Loamy,1.2,20-03-2025,20-03-2025,Assam
20,40,15,29.57329479,88.07505524,7.199495368,45.04467075,mungbean,9.85,11.8,9.79,Harvest,685,Sprinkler,Silty,2.91,16-03-2025,22-03-2025,Karnataka
36,43,22,27.82684262,87.16679147,6.389882166,58.37249772,mungbean,10.38,40.44,8.09,Fruiting,630,Drip,Loamy,1.54,16-03-2025,14-02-2025,Assam
14,57,15,29.8757015,83.14796296,6.623438282,40.12044158,mungbean,12.55,24.87,9.46,Vegetative,255,Manual,Loamy,3.85,29-03-2025,30-03-2025,Tamil Nadu
11,60,23,27.33684386,88.50229102,7.033012777,51.09802625,mungbean,5.4,25.7,8.34,Fruiting,948,Sprinkler,Sandy,2.88,22-03-2025,11-02-2025,Maharashtra
10,59,15,29.83040388,89.30428305,6.32400451,58.86687093,mungbean,11.44,40.17,7.14,Vegetative,767,Sprinkler,Sandy,2.35,14-03-2025,14-03-2025,Maharashtra
